model,auc,fpr,tpr
RandomForest,0.7946208446208447,0.042997542997543,0.28205128205128205
RandomForest,0.7946208446208447,0.04463554463554464,0.2846153846153846
RandomForest,0.7946208446208447,0.045454545454545456,0.28717948717948716
RandomForest,0.7946208446208447,0.04668304668304668,0.2948717948717949
RandomForest,0.7946208446208447,0.04791154791154791,0.30256410256410254
RandomForest,0.7946208446208447,0.050778050778050775,0.30512820512820515
RandomForest,0.7946208446208447,0.051597051597051594,0.3076923076923077
RandomForest,0.7946208446208447,0.05405405405405406,0.31025641025641026
RandomForest,0.7946208446208447,0.05528255528255528,0.3128205128205128
RandomForest,0.7946208446208447,0.056511056511056514,0.31794871794871793
RandomForest,0.7946208446208447,0.05692055692055692,0.32051282051282054
RandomForest,0.7946208446208447,0.05814905814905815,0.3230769230769231
RandomForest,0.7946208446208447,0.06183456183456183,0.3282051282051282
RandomForest,0.7946208446208447,0.06306306306306306,0.33076923076923076
RandomForest,0.7946208446208447,0.06511056511056511,0.3384615384615385
RandomForest,0.7946208446208447,0.06552006552006552,0.34102564102564104
RandomForest,0.7946208446208447,0.06633906633906633,0.3435897435897436
RandomForest,0.7946208446208447,0.06756756756756757,0.34615384615384615
RandomForest,0.7946208446208447,0.06797706797706797,0.35128205128205126
RandomForest,0.7946208446208447,0.07125307125307126,0.3564102564102564
RandomForest,0.7946208446208447,0.07166257166257166,0.358974358974359
RandomForest,0.7946208446208447,0.0728910728910729,0.36153846153846153
RandomForest,0.7946208446208447,0.0733005733005733,0.3641025641025641
RandomForest,0.7946208446208447,0.07371007371007371,0.36666666666666664
RandomForest,0.7946208446208447,0.07944307944307945,0.36923076923076925
RandomForest,0.7946208446208447,0.07985257985257985,0.3717948717948718
RandomForest,0.7946208446208447,0.08067158067158067,0.37435897435897436
RandomForest,0.7946208446208447,0.08108108108108109,0.3769230769230769
RandomForest,0.7946208446208447,0.08149058149058148,0.37948717948717947
RandomForest,0.7946208446208447,0.08558558558558559,0.382051282051282
RandomForest,0.7946208446208447,0.085995085995086,0.38461538461538464
RandomForest,0.7946208446208447,0.08640458640458641,0.3871794871794872
RandomForest,0.7946208446208447,0.08722358722358722,0.38974358974358975
RandomForest,0.7946208446208447,0.08804258804258805,0.3974358974358974
RandomForest,0.7946208446208447,0.09009009009009009,0.4025641025641026
RandomForest,0.7946208446208447,0.09254709254709255,0.40512820512820513
RandomForest,0.7946208446208447,0.09418509418509419,0.4076923076923077
RandomForest,0.7946208446208447,0.095004095004095,0.41025641025641024
RandomForest,0.7946208446208447,0.10114660114660115,0.4128205128205128
RandomForest,0.7946208446208447,0.10155610155610155,0.4153846153846154
RandomForest,0.7946208446208447,0.10237510237510238,0.41794871794871796
RandomForest,0.7946208446208447,0.10319410319410319,0.4205128205128205
RandomForest,0.7946208446208447,0.10442260442260443,0.4230769230769231
RandomForest,0.7946208446208447,0.10728910728910729,0.4256410256410256
RandomForest,0.7946208446208447,0.1076986076986077,0.4358974358974359
RandomForest,0.7946208446208447,0.10933660933660934,0.43846153846153846
RandomForest,0.7946208446208447,0.11097461097461098,0.441025641025641
RandomForest,0.7946208446208447,0.11179361179361179,0.4461538461538462
RandomForest,0.7946208446208447,0.1122031122031122,0.4512820512820513
